a,V1,V2,c1,c2,s1,s2
12.2890625,-42.6520422500199,-42.363477694724,1.42440570271921,1.43793923089285,-0.501515077719206,-0.115048605892849
12.37109375,-42.611718300136,-42.3239067523078,1.4262909663942,1.43979767513317,-0.502580028894199,-0.116086737633167
12.453125,-42.5715005239246,-42.2844375726379,1.42817240726571,1.4416525837876,-0.503641157265711,-0.117121333787596
12.53515625,-42.5313882904844,-42.2450695728366,1.43005006701089,1.44350399377991,-0.504698504510891,-0.118152431279907
12.6171875,-42.4913809759035,-42.2058021762086,1.43192398660466,1.44535194143873,-0.505752111604656,-0.119180066438728
12.69921875,-42.4514779631395,-42.1666348121401,1.43379420633475,1.44719646250936,-0.506802018834748,-0.120204275009363
12.78125,-42.4116786419029,-42.1275669159991,1.43566076581781,1.44903759216744,-0.507848265817814,-0.121225092167444
12.86328125,-42.3719824085427,-42.0885979290397,1.43752370401383,1.45087536502981,-0.508890891513825,-0.122242552529813
12.9453125,-42.3323886659353,-42.0497272983065,1.43938305924267,1.45270981516964,-0.509929934242665,-0.123256690169637
13.02734375,-42.2928968233751,-42.0109544765429,1.44123886919628,1.45454097612381,-0.510965431696277,-0.124267538623809
13.109375,-42.2535062964683,-41.9722789221003,1.44309117095409,1.45636888090848,-0.51199742095409,-0.125275130908481
13.19140625,-42.2142165070289,-41.9337000988493,1.44494000099682,1.45819356202739,-0.513025938496821,-0.126279499527386
13.2734375,-42.1750268829768,-41.8952174760934,1.44678539521789,1.46001505148455,-0.514051020217891,-0.127280676484553
13.35546875,-42.1359368582385,-41.8568305284842,1.44862738893947,1.46183338079277,-0.515072701439467,-0.128278693292769
13.4375,-42.0969458726497,-41.818538735938,1.45046601692038,1.46364858098554,-0.516091016920376,-0.129273580985536
13.51953125,-42.0580533718604,-41.7803415835552,1.45230131337328,1.46546068262686,-0.517106000873278,-0.130265370126856
13.6015625,-42.0192588072415,-41.7422385615403,1.45413331197223,1.46726971581995,-0.518117686972231,-0.131254090819946
13.68359375,-41.9805616357942,-41.704229165124,1.45596204586699,1.46907571021764,-0.519126108366991,-0.13223977271764
13.765625,-41.941961320061,-41.6663128944875,1.45778754769292,1.47087869503106,-0.520131297692919,-0.133222445031058
13.84765625,-41.903457328038,-41.6284892546872,1.45960984958139,1.47267869903822,-0.521133287081394,-0.134202136538222
13.9296875,-41.8650491330903,-41.5907577555817,1.46142898317227,1.4744757505946,-0.522132108172267,-0.135178875594605
14.01171875,-41.8267362138685,-41.5531179117606,1.46324497962221,1.47626987763924,-0.523127792122208,-0.136152690139243
14.09375,-41.7885180542265,-41.5155692424736,1.4650578696153,1.47806110770446,-0.524120369615298,-0.137123607704464
14.17578125,-41.7503941431422,-41.4781112715625,1.46686768337409,1.47984946792387,-0.525109870874087,-0.13809165542387
14.2578125,-41.7123639746389,-41.4407435273931,1.46867445066699,1.48163498504,-0.526096325666992,-0.139056860040003
14.33984375,-41.6744270477087,-41.4034655427896,1.47047820081851,1.4834176854112,-0.527079763318512,-0.140019247911205
14.421875,-41.6365828662372,-41.3662768549697,1.47227896271952,1.48519759502119,-0.52806021271952,-0.140978845021185
14.50390625,-41.5988309389307,-41.3291770054813,1.47407676483351,1.48697473948435,-0.529037702333506,-0.141935676984345
14.5859375,-41.5611707792434,-41.2921655401402,1.47587163520709,1.48874914405386,-0.530012260207087,-0.142889769053864
14.66796875,-41.5236019053071,-41.255242008969,1.47766360147815,1.49052083362838,-0.530983913978154,-0.143841146128377
